Id,Label,timeset,latitude,longitude,indegree,outdegree,Degree,clustering,triangles,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,pageranks
THL,THL,,20.483801,99.935402,3,4,7,0.666667,4,9,0.23142,0.242564,1,10,0.000202
RGN,RGN,,16.907301,96.133202,28,27,55,0.328042,124,8,0.300985,0.326428,36844.757594,10,0.000932
UPG,UPG,,-5.06163,119.554001,23,23,46,0.205534,52,9,0.268784,0.290228,22689.224651,10,0.001048
BIK,BIK,,-1.19002,136.108002,2,2,4,1,1,10,0.211929,0.22188,0,10,0.000142
NBX,NBX,,-3.36818,135.496002,3,3,6,0.333333,1,10,0.195747,0.203565,8,10,0.000209
TIM,TIM,,-4.52828,136.886993,3,3,6,0.666667,2,9,0.235364,0.24841,41.413506,10,0.00017
DJJ,DJJ,,-2.57695,140.516007,9,9,18,0.111111,4,9,0.243089,0.257675,11395.897397,10,0.000592
WMX,WMX,,-4.10251,138.957001,1,1,2,0,0,10,0.195564,0.202728,0,10,0.000103
MKQ,MKQ,,-8.52029,140.417999,1,1,2,0,0,10,0.195564,0.202728,0,10,0.000103
GTO,GTO,,0.637119,122.849998,2,2,4,1,1,10,0.211915,0.221827,0,10,0.00013
PLW,PLW,,-0.918542,119.910004,3,4,7,1,6,9,0.242957,0.256748,0,10,0.000168
MDC,MDC,,1.54926,124.926002,11,11,22,0.254545,14,9,0.267255,0.286003,12856.600156,10,0.000573
PSJ,PSJ,,-1.41675,120.657997,1,1,2,0,0,10,0.211858,0.221509,0,10,0.000086
TTE,TTE,,0.831414,127.380997,3,3,6,1,3,9,0.24292,0.256563,0,10,0.000156
LUW,LUW,,-1.03892,122.772003,1,1,2,0,0,10,0.211858,0.221509,0,10,0.000086
AMQ,AMQ,,-3.71026,128.089004,8,9,17,0.244444,11,9,0.243164,0.257966,14655.345265,10,0.00055
FKQ,FKQ,,-2.92019,132.266998,4,3,7,0.666667,4,10,0.195759,0.203644,2.3,10,0.000255
KNG,KNG,,-3.64452,133.695999,2,3,5,0.666667,2,10,0.195686,0.2033,0.5,10,0.000207
BXB,BXB,,-2.53224,133.438995,1,1,2,0,0,11,0.174967,0.180683,0,10,0.000099
MKW,MKW,,-0.891833,134.048996,5,5,10,0.6,6,10,0.212044,0.222621,92.11863,10,0.000295
SOQ,SOQ,,-0.894,131.287,6,6,12,0.4,6,10,0.212058,0.22278,3284.648949,10,0.000365
BTU,BTU,,3.12385,113.019997,5,5,10,1,10,9,0.261418,0.27757,0,10,0.00019
KCH,KCH,,1.4847,110.347,13,13,26,0.423077,33,9,0.267619,0.286707,1627.096061,10,0.00044
LMN,LMN,,4.8083,115.010002,1,1,2,0,0,10,0.215897,0.224686,0,10,0.000083
MUR,MUR,,4.17898,114.329002,5,5,10,0.4,4,10,0.215957,0.225321,3,10,0.000317
MYY,MYY,,4.32201,113.986999,20,20,40,0.194737,37,9,0.275319,0.295019,21916.025875,10,0.000851
SBW,SBW,,2.2616,111.985001,6,6,12,0.933333,14,9,0.261484,0.277808,0.286957,10,0.000218
LDU,LDU,,5.03225,118.323998,1,1,2,0,0,9,0.228547,0.239275,0,10,0.000073
BKI,BKI,,5.93721,116.051002,30,30,60,0.287356,125,8,0.296227,0.321626,16071.111212,10,0.000906
LBU,LBU,,5.30068,115.25,3,3,6,1,3,9,0.261332,0.277173,0,10,0.00013
TWU,TWU,,4.32016,118.127998,5,5,10,0.5,5,9,0.261288,0.277253,35.267076,10,0.000192
BWN,BWN,,4.9442,114.928001,13,13,26,0.615385,56,8,0.307272,0.331401,1717.744532,10,0.000365
PKU,PKU,,0.460786,101.445,7,7,14,0.666667,14,9,0.267778,0.286257,93.090081,10,0.00023
CGK,CGK,,-6.12557,106.655998,62,63,125,0.187404,366,8,0.320375,0.353599,88934.34419,10,0.00188
KTG,KTG,,-1.81664,109.962997,2,2,4,0,0,10,0.195662,0.202988,0.601149,10,0.00011
PNK,PNK,,-0.150711,109.403999,4,4,8,0.166667,1,9,0.243089,0.25696,1464.790477,10,0.00018
DJB,DJB,,-1.63802,103.643997,2,2,4,1,1,9,0.242751,0.255981,0,10,0.000104
BKS,BKS,,-3.8637,102.338997,2,2,4,1,1,9,0.242751,0.255981,0,10,0.000104
PLM,PLM,,-2.89825,104.699997,7,8,15,0.607143,17,9,0.267983,0.286813,324.92661,10,0.000276
BTJ,BTJ,,5.522872,95.420637,3,3,6,1,3,9,0.261831,0.27802,0,10,0.000117
AOR,AOR,,6.18967,100.398003,2,2,4,0,0,9,0.261158,0.276617,3.601298,10,0.000099
KBR,KBR,,6.16685,102.292999,7,7,14,0.809524,17,9,0.267346,0.285436,13.057085,10,0.000225
KUA,KUA,,3.77539,103.209,3,3,6,1,3,9,0.266983,0.284245,0,10,0.000112
KTE,KTE,,4.53722,103.427002,1,1,2,0,0,10,0.210456,0.218941,0,10,0.000079
IPH,IPH,,4.56797,101.092003,1,1,2,0,0,9,0.265901,0.282085,0,10,0.000067
JHB,JHB,,1.64131,103.669998,12,12,24,0.454545,30,9,0.262399,0.280297,98.768738,10,0.000383
KUL,KUL,,2.74558,101.709999,109,110,219,0.170142,1020,8,0.353152,0.39512,95119.984281,10,0.002693
LGK,LGK,,6.32973,99.728699,5,5,10,0.8,8,9,0.267187,0.284881,4.453333,10,0.000172
TGG,TGG,,5.38264,103.102997,4,4,8,0.666667,4,9,0.267301,0.285039,8.595223,10,0.000156
PEN,PEN,,5.29714,100.277,20,20,40,0.421053,80,8,0.289658,0.312225,941.401428,10,0.000554
DIL,DIL,,-8.5464,125.526001,3,3,6,1,3,9,0.266893,0.283986,0,8,0.000131
SIN,SIN,,1.35019,103.994003,123,123,246,0.171798,1289,8,0.362172,0.407463,159028.949867,10,0.002918
ABM,ABM,,-10.9508,142.459,1,1,2,0,0,9,0.226981,0.236844,0,8,0.000086
ASP,ASP,,-23.8067,133.901993,8,8,16,0.821429,23,9,0.261766,0.277882,20.809658,8,0.000338
BNE,BNE,,-27.384199,153.117004,55,59,114,0.122599,217,8,0.335608,0.366439,165482.292662,8,0.00247
OOL,OOL,,-28.1644,153.505005,13,13,26,0.5,39,8,0.293383,0.313838,2761.134655,8,0.000458
CNS,CNS,,-16.885799,145.755005,29,30,59,0.165517,72,8,0.293602,0.316861,40496.484459,8,0.001376
CTL,CTL,,-26.4133,146.261993,4,4,8,0.333333,2,9,0.251518,0.263774,7556.814902,8,0.000293
ISA,ISA,,-20.6639,139.488998,9,9,18,0.25,9,9,0.252953,0.26702,20599.504139,8,0.000525
MCY,MCY,,-26.6033,153.091003,2,2,4,1,1,9,0.259244,0.272805,0,8,0.00011
MKY,MKY,,-21.1717,149.179993,5,5,10,0.7,7,9,0.260337,0.274896,44.521382,8,0.000233
PPP,PPP,,-20.495001,148.552002,2,2,4,1,1,9,0.259929,0.273784,0,8,0.000115
ROK,ROK,,-23.381901,150.475006,3,3,6,0.666667,2,9,0.251337,0.263345,0.333333,8,0.000168
TSV,TSV,,-19.252501,146.764999,10,10,20,0.422222,19,9,0.261136,0.277072,2879.646019,8,0.00047
WEI,WEI,,-12.6786,141.925003,1,1,2,0,0,9,0.226981,0.236844,0,8,0.000086
AVV,AVV,,-38.039398,144.468994,1,1,2,0,0,9,0.258882,0.272011,0,8,0.00008
ABX,ABX,,-36.067799,146.957993,2,2,4,1,1,9,0.259244,0.272805,0,8,0.00011
MEB,MEB,,-37.7281,144.901993,1,1,2,0,0,11,0.17131,0.1756,3147,8,0.00028
HBA,HBA,,-42.836102,147.509995,3,3,6,1,3,9,0.260273,0.274526,0,8,0.000145
LST,LST,,-41.5453,147.214004,5,5,10,0.4,4,9,0.260424,0.275018,9512.299697,8,0.000287
MEL,MEL,,-37.673302,144.843002,53,54,107,0.193571,277,8,0.331368,0.361696,40583.757568,8,0.001872
ADL,ADL,,-34.945,138.531006,26,26,52,0.246154,80,8,0.305958,0.329945,24760.123408,8,0.001184
KTA,KTA,,-20.7122,116.773003,5,5,10,0.933333,14,9,0.26105,0.276119,8.380243,8,0.000249
KGI,KGI,,-30.7894,121.461998,3,3,6,1,3,9,0.251077,0.263945,0,8,0.00015
KNX,KNX,,-15.7781,128.707993,3,3,6,1,3,9,0.239446,0.251617,0,8,0.000153
LEA,LEA,,-22.2356,114.088997,1,1,2,0,0,9,0.238557,0.249902,0,8,0.000082
PHE,PHE,,-20.3778,118.626,6,5,11,0.866667,13,9,0.258393,0.273761,7.470471,8,0.000245
PER,PER,,-31.9403,115.967003,37,37,74,0.211712,141,8,0.313265,0.341145,42418.481892,8,0.001518
XCH,XCH,,-10.4506,105.690002,2,2,4,0,0,9,0.238593,0.250113,3147,8,0.000191
CBR,CBR,,-35.3069,149.195007,6,6,12,0.866667,13,9,0.261223,0.276543,4.111737,8,0.000248
CFS,CFS,,-30.320601,153.115997,2,2,4,1,1,9,0.259244,0.272805,0,8,0.00011
DBO,DBO,,-32.216702,148.574997,2,2,4,1,1,9,0.258903,0.27217,0,8,0.000126
NLK,NLK,,-29.041599,167.938995,2,3,5,1,3,9,0.260898,0.275553,0,8,0.00015
SYD,SYD,,-33.946098,151.177002,83,85,168,0.114006,407,8,0.349273,0.385133,177881.146037,8,0.003324
TMW,TMW,,-31.0839,150.847,1,1,2,0,0,9,0.258882,0.272011,0,8,0.00008
WGA,WGA,,-35.165298,147.466003,2,2,4,1,1,9,0.259244,0.272805,0,8,0.00011
PEK,PEK,,40.080101,116.584999,196,196,392,0.129856,2507,7,0.388498,0.439348,239854.261927,10,0.003768
HLD,HLD,,49.205002,119.824997,8,8,16,0.428571,12,8,0.280871,0.299219,516.110901,10,0.000222
TSN,TSN,,39.124401,117.346001,49,49,98,0.47619,560,8,0.292049,0.319309,566.048046,10,0.000857
TYN,TYN,,37.746899,112.627998,46,46,92,0.580676,601,8,0.291077,0.316767,160.607724,10,0.000781
CAN,CAN,,23.392401,113.299004,139,140,279,0.170504,1659,8,0.362882,0.405973,81523.630717,10,0.002735
CSX,CSX,,28.189199,113.220001,70,70,140,0.371429,897,8,0.29743,0.328118,2179.177086,10,0.001229
KWL,KWL,,25.2181,110.039001,39,40,79,0.678205,529,8,0.295171,0.320997,121.219153,10,0.000679
NNG,NNG,,22.608299,108.171997,44,44,88,0.559197,529,8,0.295254,0.322475,1951.007769,10,0.000805
SZX,SZX,,22.639299,113.810997,83,83,166,0.274758,935,8,0.29836,0.331385,4248.207525,10,0.001503
CGO,CGO,,34.519699,113.841003,55,55,110,0.458586,681,8,0.294729,0.322379,764.938416,10,0.000949
WUH,WUH,,30.7838,114.208,65,65,130,0.393269,818,8,0.318076,0.348023,6527.595266,10,0.00116
FNJ,FNJ,,39.224098,125.669998,4,4,8,0.5,3,8,0.287541,0.306422,5.576229,10,0.00012
LHW,LHW,,36.515202,103.620003,32,32,64,0.606855,301,8,0.288384,0.311769,2842.318731,10,0.000603
XIY,XIY,,34.447102,108.751999,83,83,166,0.273876,932,8,0.299524,0.331433,13970.307819,10,0.001556
ULN,ULN,,47.843102,106.766998,13,14,27,0.175824,16,8,0.301504,0.323643,24708.000832,10,0.000679
JHG,JHG,,21.9739,100.760002,9,9,18,0.472222,17,9,0.253973,0.27085,29.154662,10,0.000226
KMG,KMG,,25.101944,102.929167,91,91,182,0.245665,1006,8,0.310454,0.345373,15298.629813,10,0.00181
XMN,XMN,,24.544001,118.127998,69,69,138,0.357204,838,8,0.321093,0.352637,6223.332338,10,0.001227
KHN,KHN,,28.865,115.900002,38,38,76,0.661451,465,8,0.292701,0.317715,235.946297,10,0.000661
FOC,FOC,,25.935101,119.663002,46,46,92,0.557488,577,8,0.295976,0.323862,625.30174,10,0.00081
HGH,HGH,,30.2295,120.433998,71,71,142,0.323541,804,8,0.319529,0.3509,6486.726678,10,0.001284
NGB,NGB,,29.8267,121.461998,38,38,76,0.583215,410,8,0.295837,0.321924,380.353287,10,0.000676
NKG,NKG,,31.742001,118.861999,54,54,108,0.459818,658,8,0.320505,0.348554,2382.030429,10,0.000939
HFE,HFE,,31.780001,117.297996,35,35,70,0.665546,396,8,0.292022,0.316074,72.071112,10,0.000599
TAO,TAO,,36.266102,120.374,52,52,104,0.471342,625,8,0.300038,0.327418,1007.386842,10,0.000936
SHA,SHA,,31.197901,121.335999,64,63,127,0.308173,641,8,0.291968,0.320765,4335.544783,10,0.001182
YNT,YNT,,37.401699,121.372002,23,23,46,0.806324,204,8,0.291562,0.313903,11.900183,10,0.000411
CKG,CKG,,29.7192,106.641998,82,82,164,0.319181,1060,8,0.30578,0.339131,7353.978114,10,0.0015
KWE,KWE,,26.5385,106.801002,48,48,96,0.504433,569,8,0.292837,0.319462,1969.284329,10,0.000864
CTU,CTU,,30.578501,103.946999,101,101,202,0.247129,1248,8,0.330985,0.367667,34922.141572,10,0.001902
XIC,XIC,,27.989099,102.183998,3,3,6,1,3,9,0.253442,0.269008,0,10,0.000096
KHG,KHG,,39.5429,76.019997,4,4,8,0.5,3,9,0.254055,0.270479,375.530345,10,0.000141
HTN,HTN,,37.038502,79.864899,1,1,2,0,0,9,0.234838,0.247105,0,10,0.000067
URC,URC,,43.907101,87.474197,54,54,108,0.233403,334,8,0.306882,0.337545,25028.184774,10,0.00124
HRB,HRB,,45.623402,126.25,53,54,107,0.314465,450,8,0.294591,0.322983,9581.307896,10,0.001054
MDG,MDG,,44.524101,129.569,6,6,12,0.933333,14,8,0.286677,0.305469,0.03663,10,0.000144
DLC,DLC,,38.965698,121.539001,55,55,110,0.340067,505,8,0.296338,0.323024,2617.975102,10,0.001018
PVG,PVG,,31.1434,121.805,148,147,295,0.16325,1800,7,0.37365,0.418224,109025.632787,10,0.002923
SZB,SZB,,3.13058,101.549004,12,12,24,0.19697,13,9,0.266531,0.284679,3259.364012,10,0.000443
NTQ,NTQ,,37.293098,136.962006,1,1,2,0,0,9,0.257127,0.269073,0,10,0.000075
HBE,HBE,,30.9177,29.6964,17,19,36,0.54386,93,8,0.30021,0.322511,538.611084,4,0.000398
BTI,BTI,,70.134003,-143.582001,2,2,4,0,0,10,0.18908,0.195236,2.5,19,0.0002
LUR,LUR,,68.875099,-166.110001,0,1,1,0,0,10,0.18908,0.195305,0,19,0.000124
PIZ,PIZ,,69.732903,-163.005005,1,1,2,0,0,10,0.189024,0.194956,0,19,0.00012
ITO,ITO,,19.721399,-155.048004,3,3,6,1,3,8,0.285507,0.29945,0,9,0.000114
BTT,BTT,,66.913902,-151.529007,3,3,6,0.666667,2,9,0.21338,0.220972,0.5,19,0.000266
FYU,FYU,,66.571503,-145.25,4,4,8,0.166667,1,9,0.213453,0.221317,6505.56856,19,0.000396
TLJ,TLJ,,62.894402,-155.977005,0,1,1,0,0,10,0.188808,0.194421,0,19,0.000136
SNP,SNP,,57.167301,-170.220001,2,2,4,1,1,9,0.232565,0.242995,0,19,0.000178
STG,STG,,56.5783,-169.662003,2,2,4,1,1,9,0.232565,0.242995,0,19,0.000178
ILI,ILI,,59.754398,-154.910996,1,1,2,0,0,9,0.232548,0.242836,0,19,0.000103
PTU,PTU,,59.011398,-161.820007,0,1,1,0,0,10,0.189217,0.19584,0,19,0.000124
FSM,FSM,,35.336601,-94.367401,2,2,4,1,1,8,0.2794,0.297115,0,9,0.000087
GFK,GFK,,47.949299,-97.176102,5,5,10,0.2,2,8,0.267482,0.283417,3168.896307,9,0.000198
HNM,HNM,,20.795601,-156.014008,1,1,2,0,0,9,0.231301,0.24047,0,9,0.000071
PRC,PRC,,34.654499,-112.419998,1,1,2,0,0,8,0.284784,0.298068,0,9,0.000067
TTN,TTN,,40.276699,-74.813499,14,14,28,0.736264,67,8,0.282839,0.302899,3148.186708,9,0.000328
BOS,BOS,,42.3643,-71.005203,102,103,205,0.282505,1484,7,0.359895,0.395688,54911.36935,9,0.00225
OAK,OAK,,37.721298,-122.221001,33,34,67,0.431933,257,8,0.313984,0.339739,1960.439788,9,0.000741
OMA,OMA,,41.3032,-95.894096,19,19,38,0.936842,178,8,0.306285,0.329282,5.756667,9,0.000416
OGG,OGG,,20.8986,-156.429993,21,21,42,0.504762,106,8,0.30087,0.32275,7337.967838,9,0.000595
ICT,ICT,,37.649899,-97.433098,12,11,23,0.681818,45,8,0.305275,0.326148,242.460883,9,0.000279
MCI,MCI,,39.2976,-94.713898,43,43,86,0.713178,644,7,0.315652,0.342669,5205.705831,9,0.000878
MSN,MSN,,43.1399,-89.337502,11,11,22,0.963636,53,8,0.298502,0.319344,0.451785,9,0.000251
DLG,DLG,,59.044701,-158.505005,2,2,4,1,1,9,0.232668,0.243313,0,19,0.000194
HRO,HRO,,36.261501,-93.154701,2,2,4,1,1,8,0.241522,0.252614,0,9,0.000083
PHX,PHX,,33.434299,-112.012001,90,90,180,0.322846,1293,7,0.335643,0.369215,21680.542967,9,0.001935
BGR,BGR,,44.8074,-68.828102,6,6,12,0.4,6,8,0.271895,0.288462,32.93755,9,0.000156
GGG,GGG,,32.383999,-94.711502,1,1,2,0,0,8,0.273954,0.289153,0,9,0.000068
GEG,GEG,,47.6199,-117.533997,10,10,20,1,45,8,0.291158,0.309308,0,9,0.000243
SFO,SFO,,37.618999,-122.375,104,104,208,0.266667,1456,7,0.373251,0.411052,62958.777896,9,0.002267
GNV,GNV,,29.6901,-82.271797,5,5,10,0.9,9,8,0.281172,0.299861,0.015873,9,0.000136
MEM,MEM,,35.0424,-89.9767,31,32,63,0.667339,331,8,0.311159,0.335619,7947.364198,9,0.000692
LAX,LAX,,33.942501,-118.407997,147,148,295,0.184501,2007,7,0.398128,0.438477,308646.18019,9,0.003439
CLE,CLE,,41.411701,-81.8498,56,56,112,0.506494,780,7,0.318462,0.347137,16520.926968,9,0.001214
CVG,CVG,,39.048801,-84.667801,47,47,94,0.621647,672,7,0.329289,0.357824,5482.8074,9,0.000915
HON,HON,,44.385201,-98.2285,1,1,2,0,0,9,0.207051,0.214002,0,9,0.000109
JNU,JNU,,58.355,-134.576004,11,11,22,0.075758,5,8,0.270679,0.285856,26856.340902,19,0.001006
LFT,LFT,,30.205299,-91.987602,3,3,6,1,3,8,0.285637,0.304104,0,9,0.000105
EWR,EWR,,40.692501,-74.168701,152,153,305,0.20528,2387,7,0.385406,0.428677,84762.889191,9,0.002865
BOI,BOI,,43.5644,-116.223,16,16,32,0.808333,97,8,0.29645,0.316666,121.867185,9,0.000367
GCK,GCK,,37.927502,-100.723999,1,1,2,0,0,8,0.273954,0.289153,0,9,0.000068
MOT,MOT,,48.259399,-101.279999,4,4,8,0.666667,4,8,0.268372,0.284778,8.062999,9,0.000131
DAL,DAL,,32.847099,-96.851799,20,23,43,0.347826,88,8,0.293903,0.315579,939.364245,9,0.000504
HLN,HLN,,46.6068,-111.983002,4,5,9,1,10,8,0.274049,0.290967,0,9,0.000155
LCH,LCH,,30.126101,-93.223297,2,2,4,1,1,8,0.281147,0.29764,0,9,0.000086
KOA,KOA,,19.7388,-156.046005,11,11,22,0.745455,41,8,0.292239,0.310337,290.034315,9,0.000294
MYR,MYR,,33.679699,-78.928299,23,23,46,0.399209,101,7,0.303422,0.325314,3118.357814,9,0.000517
ACK,ACK,,41.253101,-70.060204,6,6,12,0.4,6,8,0.264849,0.278191,3400.961212,9,0.000275
DCA,DCA,,38.8521,-77.037697,89,91,180,0.29304,1200,7,0.325005,0.357951,5976.424142,9,0.001785
ACY,ACY,,39.4576,-74.577202,9,9,18,0.805556,29,8,0.291266,0.310931,1.978289,9,0.000208
PUB,PUB,,38.289101,-104.497002,1,1,2,0,0,8,0.261007,0.275426,0,9,0.00007
PQI,PQI,,46.688999,-68.0448,1,1,2,0,0,8,0.264671,0.277238,0,9,0.000066
ADQ,ADQ,,57.75,-152.494003,2,3,5,0,0,9,0.232651,0.243339,9437,19,0.000352
FLL,FLL,,26.072599,-80.152702,97,97,194,0.251074,1169,7,0.335143,0.371771,30617.319854,9,0.002087
INL,INL,,48.5662,-93.403099,2,2,4,1,1,8,0.261223,0.274534,0,9,0.000117
SLC,SLC,,40.788399,-111.977997,91,90,181,0.233636,978,8,0.334076,0.368463,40639.074934,9,0.002275
MDT,MDT,,40.193501,-76.763397,12,12,24,0.681818,45,7,0.29853,0.320733,314.712656,9,0.000273
LNK,LNK,,40.851002,-96.759201,3,3,6,1,3,8,0.282611,0.300247,0,9,0.000108
LAN,LAN,,42.778702,-84.587402,6,6,12,0.666667,10,8,0.289126,0.307997,23.115892,9,0.000161
MUE,MUE,,20.001301,-155.667999,1,1,2,0,0,9,0.231301,0.24047,0,9,0.000071
MSS,MSS,,44.935799,-74.845596,1,1,2,0,0,9,0.229429,0.238989,0,9,0.000068
IAH,IAH,,29.9844,-95.3414,167,168,335,0.143356,2011,7,0.380653,0.42687,111657.651129,9,0.003695
BFL,BFL,,35.433601,-119.056999,5,5,10,1,10,8,0.294867,0.3124,0,9,0.000145
ELP,ELP,,31.807199,-106.377998,12,13,25,0.858974,67,8,0.30498,0.325724,13.355806,9,0.000288
HRL,HRL,,26.2285,-97.654404,6,6,12,0.666667,14,8,0.27614,0.292736,1.268562,9,0.000179
CAE,CAE,,33.938801,-81.119499,10,10,20,0.977778,44,8,0.299325,0.318757,0.142151,9,0.000227
PNS,PNS,,30.4734,-87.1866,11,11,22,0.927273,51,8,0.299524,0.319524,2.270142,9,0.000244
HOU,HOU,,29.645399,-95.2789,46,48,94,0.442376,499,8,0.309264,0.335524,764.01139,9,0.000923
PIT,PIT,,40.491501,-80.232903,37,37,74,0.831832,554,7,0.328533,0.3556,233.250447,9,0.000701
BRW,BRW,,71.285402,-156.766008,6,7,13,0.238095,5,9,0.233064,0.244917,11007.5,19,0.000595
MIA,MIA,,25.7932,-80.290604,134,135,269,0.179414,1696,7,0.362214,0.406455,122710.003263,9,0.003025
SEA,SEA,,47.449001,-122.308998,93,90,183,0.257831,1103,7,0.366004,0.401197,167846.292575,9,0.002225
CHA,CHA,,35.035301,-85.203796,8,8,16,0.535714,15,8,0.293328,0.312308,126.463483,9,0.000199
JAN,JAN,,32.311199,-90.075897,9,9,18,0.833333,30,8,0.295809,0.314955,2.085861,9,0.000209
LGB,LGB,,33.817699,-118.152,12,12,24,0.893939,59,8,0.300181,0.319205,4.308895,9,0.000267
IPT,IPT,,41.241798,-76.921097,1,1,2,0,0,8,0.259886,0.274102,0,9,0.000064
IND,IND,,39.7173,-86.294403,35,35,70,0.816807,486,7,0.317403,0.343299,201.787653,9,0.000676
HPN,HPN,,41.067001,-73.707603,15,15,30,0.441667,53,8,0.291535,0.311873,3391.92129,9,0.000429
JBR,JBR,,35.831699,-90.6464,1,1,2,0,0,8,0.242527,0.253805,0,9,0.000067
YUM,YUM,,32.656601,-114.606003,2,2,4,1,1,8,0.285248,0.299074,0,9,0.000085
CNM,CNM,,32.337502,-104.263001,1,1,2,0,0,9,0.236496,0.246021,0,9,0.000068
DLH,DLH,,46.842098,-92.193604,4,4,8,0.666667,4,8,0.281801,0.298902,26.391085,9,0.000127
BET,BET,,60.7798,-161.837997,15,17,32,0.051948,12,9,0.233358,0.247496,68966.5,19,0.001995
LIH,LIH,,21.976,-159.339004,11,11,22,0.890909,49,8,0.292293,0.310443,4.166261,9,0.000271
HVR,HVR,,48.542999,-109.762001,1,1,2,0,0,9,0.216268,0.224484,0,9,0.000087
RIC,RIC,,37.505199,-77.319702,19,19,38,0.888889,152,8,0.308265,0.330828,27.231742,9,0.000389
SHV,SHV,,32.446602,-93.8256,5,5,10,1,10,8,0.291725,0.31097,0,9,0.000146
CDV,CDV,,60.491798,-145.477997,2,2,4,0,0,9,0.232582,0.243048,209.723176,19,0.000187
ORF,ORF,,36.8946,-76.201202,19,17,36,0.912281,156,8,0.311221,0.333893,5.940278,9,0.000388
BPT,BPT,,29.9508,-94.020699,1,1,2,0,0,8,0.273954,0.289153,0,9,0.000068
SAV,SAV,,32.127602,-81.202103,13,13,26,0.935897,73,8,0.30439,0.325105,0.491759,9,0.000277
OME,OME,,64.512199,-165.445007,14,15,29,0.12381,13,9,0.233202,0.246331,34570.5,19,0.001186
PIE,PIE,,27.9102,-82.687401,31,31,62,0,0,8,0.239446,0.255291,396.610859,9,0.000738
SCC,SCC,,70.194702,-148.464996,5,5,10,0.4,4,9,0.23303,0.244599,4501.93144,19,0.000405
SAT,SAT,,29.533701,-98.469803,35,35,70,0.67563,402,8,0.314454,0.340289,559.771013,9,0.000698
ROC,ROC,,43.1189,-77.672401,18,18,36,0.921569,141,7,0.300755,0.323147,2.823493,9,0.00036
TEB,TEB,,40.850101,-74.060799,1,1,2,0,0,9,0.209406,0.215698,0,9,0.000086
RDU,RDU,,35.877602,-78.787498,39,39,78,0.820513,608,7,0.325442,0.352077,299.845493,9,0.000742
DAY,DAY,,39.902401,-84.219398,16,16,32,0.95,114,8,0.302082,0.323792,0.452014,9,0.000333
ENA,ENA,,60.573101,-151.244995,1,1,2,0,0,9,0.232548,0.242836,0,19,0.000103
IAG,IAG,,43.1073,-78.946198,5,5,10,0.1,1,8,0.255914,0.271486,26.837246,9,0.000147
PHF,PHF,,37.131901,-76.492996,5,5,10,0.6,6,8,0.283706,0.303116,22.086371,9,0.000145
TUS,TUS,,32.1161,-110.941002,15,16,31,0.966667,116,8,0.305246,0.326968,1.430111,9,0.000353
PVD,PVD,,41.732601,-71.420403,17,17,34,0.859649,147,8,0.297318,0.319639,7.729184,9,0.000377
SBY,SBY,,38.3405,-75.5103,2,2,4,1,1,8,0.263497,0.279439,0,9,0.000082
BUR,BUR,,34.200699,-118.359001,12,12,24,0.757576,50,8,0.298558,0.31774,377.815297,9,0.000291
DTW,DTW,,42.212399,-83.353401,134,135,269,0.199005,1800,7,0.361673,0.402097,46118.687383,9,0.002795
TPA,TPA,,27.9755,-82.533203,67,68,135,0.4237,994,7,0.329979,0.361861,2707.635691,9,0.001298
HIB,HIB,,47.3866,-92.838997,1,1,2,0,0,8,0.261201,0.274375,0,9,0.000067
MAF,MAF,,31.942499,-102.202004,7,6,13,0.666667,14,8,0.287936,0.306189,32.940806,9,0.000183
GRB,GRB,,44.4851,-88.129601,4,4,8,1,6,8,0.288437,0.306716,0,9,0.000123
AGS,AGS,,33.3699,-81.9645,3,3,6,1,3,8,0.274959,0.292046,0,9,0.000101
ISN,ISN,,48.177898,-103.641998,2,2,4,1,1,8,0.265229,0.280743,0,9,0.000089
LIT,LIT,,34.729401,-92.224297,16,17,33,0.720588,98,8,0.29853,0.320721,96.607495,9,0.00036
SWF,SWF,,41.504101,-74.104797,5,5,10,0.6,6,8,0.276431,0.293629,37.123496,9,0.000137
HOM,HOM,,59.645599,-151.477005,1,1,2,0,0,9,0.232548,0.242836,0,19,0.000103
TBN,TBN,,37.7416,-92.140701,1,1,2,0,0,8,0.242527,0.253805,0,9,0.000067
DFW,DFW,,32.896801,-97.038002,185,187,372,0.125668,2209,7,0.377277,0.423508,153535.51031,9,0.004483
MLB,MLB,,28.1028,-80.645302,2,2,4,1,1,8,0.274575,0.29152,0,9,0.000084
AUS,AUS,,30.1945,-97.669899,41,42,83,0.653891,563,8,0.323436,0.350761,740.305041,9,0.000817
LCK,LCK,,39.813801,-82.927803,2,2,4,0,0,9,0.232102,0.243119,1.181832,9,0.000089
MQT,MQT,,46.3536,-87.395401,2,2,4,1,1,8,0.280695,0.296504,0,9,0.000084
TYS,TYS,,35.811001,-83.994003,17,17,34,0.654412,89,8,0.304567,0.326942,563.737316,9,0.000365
STL,STL,,38.748699,-90.370003,61,60,121,0.478142,875,7,0.320146,0.349514,22457.304202,9,0.001428
SPS,SPS,,33.9888,-98.491898,1,1,2,0,0,8,0.273954,0.289153,0,9,0.000068
LUK,LUK,,39.103298,-84.418602,3,3,6,0.333333,1,8,0.259908,0.275482,38.442873,9,0.000124
